source,stress_score,academic_workload_score,study_time_score,sleep_hours_score,stress_trend,workload_trend,study_trend,sleep_trend,mfbi_score,burnout_risk_level,next_week_number
synthetic_balance,37.03,8.38,6.87,35.51,-4.5678,0.8818,0.0422,7.7246,0.6597,High,2.0
synthetic,13.44,0.61,0.88,44.72,0.14,0.49,0.03,-3.9,0.2295,Low,
real,13.0,1.88,6.5,15.0,-4.0,-1.87,-6.25,-25.0,0.2308,Moderate,3.0
synthetic_balance,36.22,7.83,8.0,99.0,-2.4479,0.1262,-0.4939,3.405,0.8295,High,3.0
real,32.0,8.75,18.75,75.0,18.0,4.37,0.370000000000001,30.0,0.7938,Low,3.0
synthetic_balance,18.05,0.28,7.21,20.51,0.7344,0.3218,0.3558,7.994,0.3265,Low,2.0
synthetic,17.08,1.4,7.18,24.92,3.51,-0.54,0.49,3.51,0.3538,Low,
synthetic_balance,20.9,8.95,10.99,96.53,3.1725,0.4506,0.3005,4.9862,0.825,High,2.0
real,27.0,8.13,21.5,50.0,6.0,1.8800000000000008,9.37,0.0,0.712,High,4.0
synthetic,13.58,7.84,3.37,2.66,-3.45,-0.62,-0.42,15.75,0.3577,Low,
synthetic_balance,32.44,8.51,12.59,78.84,0.4067,0.3969,1.1312,-4.665,0.868,High,2.0
synthetic_balance,38.11,4.11,11.15,78.88,-2.4153,-0.7301,1.0346,-10.1319,0.7737,High,2.0
synthetic,10.31,5.79,2.63,96.41,-0.36,-0.62,0.09,-10.9,0.505,Moderate,
synthetic_balance,37.81,9.27,5.43,71.95,0.0974,-1.3205,-0.5389,-2.1198,0.757,High,3.0
synthetic_balance,20.96,8.38,12.02,73.36,-1.7409,-0.1381,-0.0493,-10.0802,0.7768,High,2.0
real,19.0,4.38,6.88,45.0,6.0,1.25,-2.750000000000001,15.0,0.4096,Moderate,4.0
real,17.0,5.0,12.75,50.0,0.0,0.0,0.0,0.0,0.4838,Moderate,4.0
real,15.0,3.75,1.25,35.0,-12.0,-3.75,-9.38,-45.0,0.2875,Low,3.0
synthetic_balance,31.34,2.56,0.99,22.92,2.6189,-1.1515,-0.8821,3.1219,0.3216,Low,2.0
synthetic,26.87,1.44,4.53,76.13,-0.03,0.3,-0.19,-8.96,0.4888,Moderate,
synthetic_balance,35.46,6.5,2.84,93.19,-0.3414,-0.2589,0.72,7.8371,0.7069,High,2.0
synthetic,9.97,7.3,10.06,30.21,0.27,-0.79,-1.06,10.06,0.5298,Moderate,
synthetic,21.41,4.83,6.63,95.5,-2.74,-1.17,-0.36,-0.51,0.6315,Moderate,
synthetic_balance,8.36,7.33,5.92,2.2,0.6362,-0.3343,-0.0841,-7.2697,0.3486,Low,2.0
synthetic_balance,36.82,5.23,9.34,98.55,5.808,-0.4326,-0.8197,1.1196,0.8099,High,3.0
synthetic_balance,37.82,3.87,10.51,80.94,-1.713,-0.6306,0.8838,-10.2807,0.7745,High,2.0
synthetic,36.13,5.33,9.59,96.41,5.8,-0.65,-0.86,1.11,0.8,High,
real,33.0,6.25,15.25,80.0,10.0,-1.25,-3.129999999999999,20.0,0.715,Low,3.0
real,18.0,6.88,9.63,45.0,-13.0,-1.2500000000000009,-12.249999999999998,-30.0,0.4933,Moderate,3.0
synthetic_balance,28.19,0.93,2.6,21.34,0.775,-1.2328,0.2953,-0.9974,0.3008,Low,2.0
synthetic,35.05,4.97,2.05,0.97,-2.24,0.92,-0.15,5.81,0.3884,Moderate,
synthetic,13.88,9.85,2.1,94.85,-1.51,-0.52,-1.03,7.86,0.614,Moderate,
synthetic_balance,36.31,5.25,9.14,93.79,5.6984,-0.7364,-0.8197,2.785,0.8057,High,2.0
real,20.0,5.0,15.25,55.0,6.0,1.87,7.75,35.0,0.54,Low,4.0
synthetic_balance,36.08,9.6,3.44,66.56,1.8352,0.1357,-0.5039,-14.7039,0.7072,High,3.0
real,21.0,3.75,15.88,55.0,3.0,-1.25,0.6300000000000008,10.0,0.5213,High,4.0
synthetic,0.99,2.65,5.21,46.22,1.76,-0.17,1.01,5.95,0.2966,Low,
synthetic,7.51,4.87,6.82,74.46,0.51,0.44,-0.36,7.43,0.497,Moderate,
synthetic_balance,37.96,8.16,11.34,54.13,-1.8169,0.1957,1.2143,-8.4493,0.7993,High,2.0
synthetic,24.91,0.16,4.16,29.47,3.73,-0.45,-0.19,1.73,0.3198,Low,
synthetic,26.38,3.49,11.7,90.78,0.53,-1.06,-0.23,-3.1,0.7227,Moderate,
synthetic,35.06,5.36,11.67,93.33,-3.41,1.21,0.2,1.97,0.8296,High,
real,27.0,8.75,18.38,90.0,7.0,3.12,2.4999999999999982,40.0,0.7963,High,3.0
real,22.0,3.13,13.13,55.0,0.0,0.0,0.0,0.0,0.4846,Moderate,4.0
synthetic,35.84,2.2,3.64,92.34,-4.65,0.35,-0.46,-4.73,0.5856,Moderate,
real,29.0,7.5,18.75,75.0,0.0,0.0,0.0,0.0,0.7438,Low,4.0
real,21.0,5.0,10.0,40.0,0.0,0.0,0.0,0.0,0.4562,High,4.0
synthetic,33.79,9.41,2.32,12.44,-2.95,-0.97,-0.27,7.86,0.5258,Moderate,
synthetic_balance,2.47,2.82,4.03,45.42,-0.5815,0.2717,0.7414,3.8223,0.2622,Low,2.0
synthetic_balance,4.01,4.64,7.03,15.03,-4.4621,0.7035,0.6169,-0.0999,0.3086,Low,2.0
real,10.0,3.13,10.0,30.0,0.0,0.0,0.0,0.0,0.3157,High,2.0
real,34.0,8.13,12.75,80.0,15.0,2.500000000000001,-3.130000000000001,40.0,0.7433,Low,3.0
synthetic_balance,37.92,8.8,5.81,76.03,-0.4188,-1.3695,-0.643,0.5049,0.7602,High,3.0
synthetic_balance,13.34,2.47,0.82,52.93,1.2231,-1.8178,1.4076,-2.9651,0.2962,Low,3.0
synthetic_balance,35.03,5.49,11.98,70.23,-3.5823,-0.3126,-0.0853,-11.2104,0.7412,High,2.0
synthetic,11.31,1.75,5.21,5.86,-2.98,-1.09,0.52,-10.49,0.2376,Low,
synthetic_balance,25.19,5.29,10.0,76.25,1.3443,-0.066,1.7954,1.1595,0.6954,High,2.0
synthetic_balance,18.03,0.13,7.08,27.26,1.1278,-0.5738,0.3671,-0.9631,0.3414,Low,3.0
real,18.0,3.75,12.13,50.0,0.0,0.0,0.0,0.0,0.4526,High,2.0
synthetic_balance,35.45,6.35,6.18,76.74,-0.2014,-0.0446,0.9413,11.1989,0.6943,High,3.0
synthetic_balance,7.11,3.49,5.66,30.31,0.2013,0.9756,-0.1651,-0.0898,0.3195,Low,2.0
synthetic,4.48,4.71,6.85,10.81,-5.04,0.57,0.99,-2.13,0.3154,Low,
synthetic_balance,18.83,0.42,3.91,19.25,-2.8672,-0.6102,0.0005,12.5798,0.2626,Low,3.0
real,18.0,5.0,15.25,45.0,1.0,0.0,-3.129999999999999,5.0,0.5025,Moderate,3.0
real,9.0,1.88,6.5,30.0,0.0,-0.6200000000000001,-0.3799999999999999,15.0,0.2433,Moderate,3.0
synthetic,15.39,8.32,9.14,89.24,-1.55,-0.52,-0.86,-0.17,0.7177,Moderate,
real,20.0,4.38,10.0,60.0,9.0,2.5,0.0,40.0,0.4845,Low,4.0
synthetic,9.03,9.97,9.71,13.04,-5.59,-0.45,-1.7,-8.93,0.5405,Moderate,
synthetic,9.66,1.75,11.37,90.75,-2.54,1.21,0.66,2.46,0.5679,Moderate,
synthetic_balance,32.06,2.51,3.85,12.03,-0.4571,-0.0675,-0.7896,-0.1914,0.3605,Low,2.0
synthetic,28.95,8.67,11.07,94.37,0.96,1.61,1.07,-0.68,0.8642,High,
synthetic,33.98,1.81,7.36,17.34,-1.75,0.5,0.92,11.06,0.4543,Moderate,
synthetic,23.9,4.65,9.3,96.04,-1.34,-0.21,0.79,-3.9,0.6994,Moderate,
synthetic,30.29,6.17,3.42,94.47,-0.83,-0.74,-0.31,6.41,0.651,Moderate,
synthetic_balance,40.0,4.27,11.65,80.31,-1.203,-0.4102,1.1064,-10.2855,0.773,High,3.0
real,19.0,6.88,10.0,35.0,0.0,0.0,0.0,0.0,0.4782,Low,4.0
synthetic_balance,22.15,9.46,10.65,97.28,3.2289,0.4044,0.2701,3.9192,0.8255,High,2.0
real,15.0,6.25,6.88,45.0,-9.0,2.5,-11.5,-10.0,0.4313,High,4.0
real,15.0,6.88,6.88,60.0,2.0,5.0,0.3799999999999999,45.0,0.4846,Low,4.0
real,11.0,0.63,6.5,30.0,0.0,0.0,0.0,0.0,0.2245,Low,4.0
real,14.0,1.88,12.75,30.0,0.0,0.0,0.0,0.0,0.337,Moderate,2.0
real,10.0,1.25,6.5,15.0,0.0,0.0,0.0,0.0,0.1963,Low,4.0
synthetic,32.38,3.77,0.5,72.52,7.85,-0.46,0.59,-17.2,0.4885,Moderate,
synthetic,5.43,6.87,2.96,77.54,0.83,0.31,-0.93,-1.59,0.4611,Moderate,
synthetic,38.66,5.35,5.88,29.66,-2.8,0.4,-1.07,-0.18,0.572,Moderate,
synthetic,21.71,8.53,4.82,30.12,-0.8,-0.43,0.46,5.65,0.5245,Moderate,
real,11.0,5.0,10.0,15.0,-5.0,1.87,3.12,-20.0,0.3313,Low,4.0
real,19.0,6.25,18.38,50.0,0.0,0.0,0.0,0.0,0.5838,Low,4.0
synthetic,30.34,6.89,10.29,9.54,0.49,0.28,0.83,2.21,0.6001,Moderate,
real,32.0,8.13,18.75,90.0,2.0,1.2500000000000009,-0.25,20.0,0.8158,High,4.0
synthetic_balance,6.12,3.31,6.46,25.74,0.6187,0.7786,-0.024,-0.0629,0.3415,Low,2.0
synthetic_balance,13.21,9.64,11.22,63.81,2.429,0.2255,-0.1712,-4.6634,0.7081,High,2.0
real,22.0,5.63,12.75,55.0,0.0,0.0,0.0,0.0,0.5433,Low,4.0
synthetic,4.65,1.38,8.28,4.23,-5.14,1.02,-0.61,-2.42,0.2466,Low,
synthetic,8.98,0.73,3.74,84.89,7.58,-0.9,-0.33,-4.46,0.3644,Low,
synthetic_balance,20.76,2.52,1.57,15.2,-2.1526,-0.2338,-0.7031,0.7089,0.2669,Low,3.0
synthetic_balance,28.38,2.38,2.7,20.11,-0.6637,-0.2716,-0.9548,-2.4781,0.3688,Low,2.0
synthetic,4.02,6.1,10.46,99.26,4.27,0.35,0.84,18.69,0.6436,Moderate,
synthetic,37.75,0.35,1.21,69.02,3.92,-0.39,1.1,-15.71,0.4423,Moderate,
real,32.0,8.13,12.75,80.0,2.0,0.6300000000000008,-8.75,5.0,0.7308,High,4.0
synthetic_balance,0.0,7.04,1.07,79.02,0.2081,-0.6966,-0.5681,-10.1077,0.3939,Low,2.0
synthetic_balance,10.18,0.71,2.4,5.03,0.6466,-0.5966,0.8876,-10.3956,0.1692,Low,2.0
synthetic_balance,20.84,10.0,7.94,87.12,5.113,-0.3328,-0.5557,-12.6743,0.7623,High,2.0
synthetic_balance,36.33,5.74,10.47,65.98,-1.8528,0.134,1.2612,-15.3995,0.7736,High,4.0
real,7.0,1.25,3.75,35.0,0.0,0.0,0.0,0.0,0.2,Low,4.0
synthetic_balance,29.4,0.35,4.19,5.97,2.2116,1.3868,-0.4459,3.5269,0.296,Low,2.0
real,10.0,3.75,7.5,30.0,0.0,0.0,0.0,0.0,0.3063,Moderate,4.0
synthetic,21.01,4.07,6.97,67.17,-4.34,0.35,-1.33,10.15,0.5462,Moderate,
real,30.0,5.0,21.88,75.0,0.0,0.0,0.0,0.0,0.7188,Moderate,2.0
synthetic_balance,8.53,3.97,3.53,0.0,0.1709,-0.2571,1.0967,-15.1576,0.2147,Low,2.0
synthetic,16.95,9.48,5.43,56.39,-2.62,-1.35,-0.19,-11.94,0.5971,Moderate,
synthetic_balance,36.39,9.27,3.87,60.97,4.2207,2.2134,-0.7979,-5.1948,0.7023,High,3.0
synthetic_balance,9.73,0.91,7.49,55.85,2.9631,-0.3089,1.2202,0.3826,0.3397,Low,2.0
synthetic_balance,13.22,7.63,2.98,3.52,-1.5135,1.2651,-1.5429,-8.1128,0.3482,Low,2.0
synthetic_balance,10.54,7.97,4.71,0.0,1.463,-0.3195,-0.1778,-8.7738,0.3531,Low,2.0
real,27.0,6.25,19.0,75.0,0.0,0.0,0.0,0.0,0.7025,High,4.0
synthetic,6.4,6.13,9.18,11.76,1.46,0.75,-1.22,-0.41,0.414,Moderate,
synthetic_balance,5.39,5.34,4.93,7.99,0.0191,0.6152,0.375,3.205,0.2905,Low,3.0
synthetic,33.01,7.96,8.39,95.76,-2.16,-0.47,0.14,4.76,0.8195,High,
synthetic_balance,1.62,8.53,2.01,67.6,-2.3265,-0.3326,-0.172,-11.5404,0.4293,Low,3.0
synthetic,34.86,0.13,2.69,88.11,2.03,0.74,-0.97,-11.82,0.4974,Moderate,
real,23.0,5.63,15.25,45.0,0.0,0.0,0.0,0.0,0.5495,High,2.0
synthetic_balance,12.27,7.63,3.33,8.16,-1.9461,0.2154,-0.3325,7.9844,0.356,Low,3.0
real,35.0,8.13,19.0,90.0,0.0,0.0,0.0,0.0,0.837,Moderate,2.0
synthetic,16.9,6.6,7.6,76.04,4.74,-1.33,0.33,-14.19,0.619,Moderate,
synthetic,26.54,6.02,9.39,69.64,1.06,-0.07,1.63,2.54,0.6863,High,
real,20.0,5.0,12.13,45.0,0.0,0.0,0.0,0.0,0.4838,Moderate,4.0
synthetic_balance,10.17,0.71,3.61,86.12,7.7493,-0.8421,-0.3713,-4.8021,0.3589,Low,3.0
synthetic_balance,36.51,5.36,10.8,96.47,-2.9783,1.0621,0.5116,3.6051,0.8306,High,2.0
real,26.0,7.5,25.0,75.0,0.0,0.0,0.0,0.0,0.7875,Low,4.0
synthetic,29.15,9.99,8.05,4.31,0.54,1.49,0.48,-10.45,0.6104,Moderate,
synthetic,1.85,1.23,11.59,98.45,-2.5,0.05,-0.45,2.5,0.53,Moderate,
real,19.0,4.38,6.88,55.0,0.0,0.0,0.0,0.0,0.4346,Low,4.0
synthetic_balance,0.18,0.47,10.39,27.52,-0.3579,0.6715,0.6396,-7.2029,0.3197,Low,2.0
synthetic_balance,39.57,9.07,5.62,75.55,-0.1554,-1.2822,-0.4807,-1.9188,0.7625,High,3.0
real,13.0,2.5,3.75,15.0,-5.0,-3.75,-6.25,-40.0,0.2188,Moderate,3.0
real,15.0,4.38,15.25,70.0,-6.0,-2.5,2.119999999999999,35.0,0.5308,Low,3.0
synthetic,31.71,1.12,10.14,24.32,-4.41,0.1,-1.07,-8.65,0.4981,Moderate,
real,6.0,1.88,7.5,35.0,-23.0,-5.62,-10.88,-30.0,0.247,Moderate,3.0
synthetic,24.01,7.7,5.72,14.92,-4.11,-0.48,-0.53,6.67,0.4991,Moderate,
real,13.0,1.88,10.0,15.0,0.0,0.0,0.0,0.0,0.2658,Moderate,2.0
synthetic,37.85,3.07,2.73,8.13,1.68,1.25,0.73,-21.96,0.3906,Moderate,
synthetic_balance,28.59,2.3,9.32,12.19,-0.765,-2.1452,-0.4501,-3.0302,0.4614,Low,3.0
real,12.0,1.88,4.38,25.0,3.0,0.6299999999999999,-2.12,0.0,0.2283,High,3.0
real,14.0,0.63,12.75,5.0,0.0,0.0,0.0,0.0,0.2433,Low,2.0
real,33.0,6.88,19.0,70.0,0.0,0.0,0.0,0.0,0.7433,Moderate,2.0
real,17.0,5.63,10.0,40.0,0.0,0.0,0.0,0.0,0.447,Moderate,4.0
synthetic,7.93,8.8,9.83,12.91,0.86,-1.49,1.28,1.49,0.5066,Moderate,
real,30.0,9.38,12.75,65.0,6.0,3.750000000000001,-5.629999999999999,15.0,0.712,Moderate,4.0
real,7.0,1.88,6.5,35.0,0.0,0.0,0.0,0.0,0.2433,Low,2.0
